subject,image_i,image_j,doctor_i,doctor_j,try_i,try_j,same_doctor,same_try,dice,iou,pixels_i,pixels_j,doctor_pair,try_pair
S09,S09-C-2.bmp,S09-D-3.bmp,C,D,2,3,False,False,0.09048938,0.04738878235262206,415,668,C-D,2-3
S09,S09-C-3.bmp,S09-D-1.bmp,C,D,3,1,False,False,1.0416666e-09,1.0416666655815972e-09,691,269,C-D,1-3
S09,S09-C-3.bmp,S09-D-2.bmp,C,D,3,2,False,False,8.9525515e-10,8.952551469156175e-10,691,426,C-D,2-3
S09,S09-C-3.bmp,S09-D-3.bmp,C,D,3,3,False,True,0.11037528,0.058411215686595616,691,668,C-D,3-3
S09,S09-D-1.bmp,S09-D-2.bmp,D,D,1,2,True,False,0.72805756,0.5723981910126738,269,426,D-D,1-2
S09,S09-D-1.bmp,S09-D-3.bmp,D,D,1,3,True,False,0.339381,0.20437018097124654,269,668,D-D,1-3
S09,S09-D-2.bmp,S09-D-3.bmp,D,D,2,3,True,False,0.28153566,0.16382978812358534,426,668,D-D,2-3
S10,S10-A-1.bmp,S10-A-2.bmp,A,A,1,2,True,False,0.63414633,0.4642857238520407,41,41,A-A,1-2
S10,S10-A-1.bmp,S10-A-3.bmp,A,A,1,3,True,False,0.16666669,0.09090909917355364,41,79,A-A,1-3
S10,S10-A-1.bmp,S10-B-1.bmp,A,B,1,1,False,True,5.780347e-09,5.780346787396839e-09,41,132,A-B,1-1
S10,S10-A-1.bmp,S10-B-2.bmp,A,B,1,2,False,False,1.8484289e-09,1.8484288320731443e-09,41,500,A-B,1-2
S10,S10-A-1.bmp,S10-B-3.bmp,A,B,1,3,False,False,1.3089005e-09,1.3089005218469888e-09,41,723,A-B,1-3
S10,S10-A-1.bmp,S10-C-1.bmp,A,C,1,1,False,True,1.9762845e-09,1.9762845810745364e-09,41,465,A-C,1-1
S10,S10-A-1.bmp,S10-C-2.bmp,A,C,1,2,False,False,2.6666667e-09,2.6666666595555553e-09,41,334,A-C,1-2
S10,S10-A-1.bmp,S10-C-3.bmp,A,C,1,3,False,False,2.5510205e-09,2.55102040165556e-09,41,351,A-C,1-3
S10,S10-A-1.bmp,S10-D-1.bmp,A,D,1,1,False,True,5.128205e-09,5.12820510190664e-09,41,154,A-D,1-1
S10,S10-A-1.bmp,S10-D-2.bmp,A,D,1,2,False,False,0.25714287,0.1475409905939263,41,99,A-D,1-2
S10,S10-A-1.bmp,S10-D-3.bmp,A,D,1,3,False,False,0.35964912,0.21925134107352223,41,187,A-D,1-3
S10,S10-A-2.bmp,S10-A-3.bmp,A,A,2,3,True,False,0.35,0.21212122007958364,41,79,A-A,2-3
S10,S10-A-2.bmp,S10-B-1.bmp,A,B,2,1,False,False,5.780347e-09,5.780346787396839e-09,41,132,A-B,1-2
S10,S10-A-2.bmp,S10-B-2.bmp,A,B,2,2,False,True,1.8484289e-09,1.8484288320731443e-09,41,500,A-B,2-2
S10,S10-A-2.bmp,S10-B-3.bmp,A,B,2,3,False,False,1.3089005e-09,1.3089005218469888e-09,41,723,A-B,2-3
S10,S10-A-2.bmp,S10-C-1.bmp,A,C,2,1,False,False,1.9762845e-09,1.9762845810745364e-09,41,465,A-C,1-2
S10,S10-A-2.bmp,S10-C-2.bmp,A,C,2,2,False,True,2.6666667e-09,2.6666666595555553e-09,41,334,A-C,2-2
S10,S10-A-2.bmp,S10-C-3.bmp,A,C,2,3,False,False,2.5510205e-09,2.55102040165556e-09,41,351,A-C,2-3
S10,S10-A-2.bmp,S10-D-1.bmp,A,D,2,1,False,False,5.128205e-09,5.12820510190664e-09,41,154,A-D,1-2
S10,S10-A-2.bmp,S10-D-2.bmp,A,D,2,2,False,True,0.47142857,0.30841122141671756,41,99,A-D,2-2
S10,S10-A-2.bmp,S10-D-3.bmp,A,D,2,3,False,False,0.35964912,0.21925134107352223,41,187,A-D,2-3
S10,S10-A-3.bmp,S10-B-1.bmp,A,B,3,1,False,False,4.7393365e-09,4.7393364704296844e-09,79,132,A-B,1-3
S10,S10-A-3.bmp,S10-B-2.bmp,A,B,3,2,False,False,1.7271157e-09,1.7271157137700937e-09,79,500,A-B,2-3
S10,S10-A-3.bmp,S10-B-3.bmp,A,B,3,3,False,True,1.2468828e-09,1.2468827914627396e-09,79,723,A-B,3-3
S10,S10-A-3.bmp,S10-C-1.bmp,A,C,3,1,False,False,0.011029414,0.0055452883446482654,79,465,A-C,1-3
S10,S10-A-3.bmp,S10-C-2.bmp,A,C,3,2,False,False,2.4213076e-09,2.421307500190539e-09,79,334,A-C,2-3
S10,S10-A-3.bmp,S10-C-3.bmp,A,C,3,3,False,True,2.3255813e-09,2.3255813899405083e-09,79,351,A-C,3-3
S10,S10-A-3.bmp,S10-D-1.bmp,A,D,3,1,False,False,4.2918455e-09,4.291845475142294e-09,79,154,A-D,1-3
S10,S10-A-3.bmp,S10-D-2.bmp,A,D,3,2,False,False,0.76404494,0.6181818216528925,79,99,A-D,2-3
S10,S10-A-3.bmp,S10-D-3.bmp,A,D,3,3,False,True,0.33082706,0.198198201809918,79,187,A-D,3-3
S10,S10-B-1.bmp,S10-B-2.bmp,B,B,1,2,True,False,0.2721519,0.15750915905218102,132,500,B-B,1-2
S10,S10-B-1.bmp,S10-B-3.bmp,B,B,1,3,True,False,0.29707602,0.17445055058454595,132,723,B-B,1-3
S10,S10-B-1.bmp,S10-C-1.bmp,B,C,1,1,False,True,0.1239531,0.06607143023915815,132,465,B-C,1-1
S10,S10-B-1.bmp,S10-C-2.bmp,B,C,1,2,False,False,2.1459228e-09,2.1459227421761312e-09,132,334,B-C,1-2
S10,S10-B-1.bmp,S10-C-3.bmp,B,C,1,3,False,False,0.12836438,0.06858407285711489,132,351,B-C,1-3
S10,S10-B-1.bmp,S10-D-1.bmp,B,D,1,1,False,True,3.4965035e-09,3.4965034842779596e-09,132,154,B-D,1-1
S10,S10-B-1.bmp,S10-D-2.bmp,B,D,1,2,False,False,4.3290043e-09,4.329004310264051e-09,132,99,B-D,1-2
S10,S10-B-1.bmp,S10-D-3.bmp,B,D,1,3,False,False,3.1347962e-09,3.1347962284175666e-09,132,187,B-D,1-3
S10,S10-B-2.bmp,S10-B-3.bmp,B,B,2,3,True,False,0.7964023,0.6616847830683631,500,723,B-B,2-3
S10,S10-B-2.bmp,S10-C-1.bmp,B,C,2,1,False,False,0.6673575,0.5007776057530675,500,465,B-C,1-2
S10,S10-B-2.bmp,S10-C-2.bmp,B,C,2,2,False,True,0.5179856,0.34951456415936155,500,334,B-C,2-2
S10,S10-B-2.bmp,S10-C-3.bmp,B,C,2,3,False,False,0.46768507,0.305214724992002,500,351,B-C,2-3
S10,S10-B-2.bmp,S10-D-1.bmp,B,D,2,1,False,False,0.4648318,0.3027888460103808,500,154,B-D,1-2
S10,S10-B-2.bmp,S10-D-2.bmp,B,D,2,2,False,True,1.669449e-09,1.6694490790159447e-09,500,99,B-D,2-2
S10,S10-B-2.bmp,S10-D-3.bmp,B,D,2,3,False,False,1.4556041e-09,1.4556040735726286e-09,500,187,B-D,2-3
S10,S10-B-3.bmp,S10-C-1.bmp,B,C,3,1,False,False,0.57239056,0.40094339693284975,723,465,B-C,1-3
S10,S10-B-3.bmp,S10-C-2.bmp,B,C,3,2,False,False,0.40302745,0.25236966913226344,723,334,B-C,2-3
S10,S10-B-3.bmp,S10-C-3.bmp,B,C,3,3,False,True,0.36685288,0.22462941935618083,723,351,B-C,3-3
S10,S10-B-3.bmp,S10-D-1.bmp,B,D,3,1,False,False,0.34207526,0.20632737385649605,723,154,B-D,1-3
S10,S10-B-3.bmp,S10-D-2.bmp,B,D,3,2,False,False,1.216545e-09,1.2165450106854682e-09,723,99,B-D,2-3
S10,S10-B-3.bmp,S10-D-3.bmp,B,D,3,3,False,True,1.0989011e-09,1.0989010976935152e-09,723,187,B-D,3-3
S10,S10-C-1.bmp,S10-C-2.bmp,C,C,1,2,True,False,0.5281602,0.35884353850536815,465,334,C-C,1-2
S10,S10-C-1.bmp,S10-C-3.bmp,C,C,1,3,True,False,0.6544118,0.48633879874983826,465,351,C-C,1-3
S10,S10-C-1.bmp,S10-D-1.bmp,C,D,1,1,False,True,0.47819063,0.314225054534554,465,154,C-D,1-1
S10,S10-C-1.bmp,S10-D-2.bmp,C,D,1,2,False,False,1.7730496e-09,1.7730496422463657e-09,465,99,C-D,1-2
S10,S10-C-1.bmp,S10-D-3.bmp,C,D,1,3,False,False,1.5337424e-09,1.5337423289359779e-09,465,187,C-D,1-3
S10,S10-C-2.bmp,S10-C-3.bmp,C,C,2,3,True,False,0.53138685,0.36182902711366,334,351,C-C,2-3
S10,S10-C-2.bmp,S10-D-1.bmp,C,D,2,1,False,False,0.6106557,0.4395280252521297,334,154,C-D,1-2
S10,S10-C-2.bmp,S10-D-2.bmp,C,D,2,2,False,True,2.3094688e-09,2.3094688168372543e-09,334,99,C-D,2-2
S10,S10-C-2.bmp,S10-D-3.bmp,C,D,2,3,False,False,1.9193858e-09,1.9193857928610635e-09,334,187,C-D,2-3
S10,S10-C-3.bmp,S10-D-1.bmp,C,D,3,1,False,False,0.33663365,0.20238095428004535,351,154,C-D,1-3
S10,S10-C-3.bmp,S10-D-2.bmp,C,D,3,2,False,False,2.2222222e-09,2.2222222172839506e-09,351,99,C-D,2-3
S10,S10-C-3.bmp,S10-D-3.bmp,C,D,3,3,False,True,1.858736e-09,1.858736056024654e-09,351,187,C-D,3-3
S10,S10-D-1.bmp,S10-D-2.bmp,D,D,1,2,True,False,3.952569e-09,3.952569154337671e-09,154,99,D-D,1-2
S10,S10-D-1.bmp,S10-D-3.bmp,D,D,1,3,True,False,2.9325513e-09,2.9325513110482364e-09,154,187,D-D,1-3
S10,S10-D-2.bmp,S10-D-3.bmp,D,D,2,3,True,False,0.4965035,0.33023256125473227,99,187,D-D,2-3
S11,S11-A-1.bmp,S11-A-2.bmp,A,A,1,2,True,False,0.8358097,0.7179322179927214,4483,3526,A-A,1-2
S11,S11-A-1.bmp,S11-A-3.bmp,A,A,1,3,True,False,0.83907527,0.7227645451536968,4483,4341,A-A,1-3
S11,S11-A-1.bmp,S11-B-1.bmp,A,B,1,1,False,True,0.67813087,0.5130090498655714,4483,3542,A-B,1-1
S11,S11-A-1.bmp,S11-B-2.bmp,A,B,1,2,False,False,0.06540931,0.033810412977844755,4483,501,A-B,1-2
S11,S11-A-1.bmp,S11-B-3.bmp,A,B,1,3,False,False,0.08353222,0.043586550634373895,4483,545,A-B,1-3
S11,S11-A-1.bmp,S11-C-1.bmp,A,C,1,1,False,True,0.17590488,0.09643404925298427,4483,1236,A-C,1-1
S11,S11-A-1.bmp,S11-C-2.bmp,A,C,1,2,False,False,0.22160856,0.12461180141214832,4483,1311,A-C,1-2
S11,S11-A-1.bmp,S11-C-3.bmp,A,C,1,3,False,False,0.29287365,0.17155944218789101,4483,1144,A-C,1-3
S11,S11-A-1.bmp,S11-D-1.bmp,A,D,1,1,False,True,0.12095808,0.06437221179851875,4483,527,A-D,1-1
S11,S11-A-1.bmp,S11-D-2.bmp,A,D,1,2,False,False,0.34495857,0.20842895906354494,4483,1309,A-D,1-2
S11,S11-A-1.bmp,S11-D-3.bmp,A,D,1,3,False,False,0.16643882,0.0907735323223162,4483,1369,A-D,1-3
S11,S11-A-2.bmp,S11-A-3.bmp,A,A,2,3,True,False,0.83843905,0.7218209674498093,3526,4341,A-A,2-3
S11,S11-A-2.bmp,S11-B-1.bmp,A,B,2,1,False,False,0.7337295,0.5794413408761024,3526,3542,A-B,1-2
S11,S11-A-2.bmp,S11-B-2.bmp,A,B,2,2,False,True,0.08095356,0.042184265258233884,3526,501,A-B,2-2
S11,S11-A-2.bmp,S11-B-3.bmp,A,B,2,3,False,False,0.13264555,0.0710339386816538,3526,545,A-B,2-3
S11,S11-A-2.bmp,S11-C-1.bmp,A,C,2,1,False,False,0.18353634,0.10104046263559757,3526,1236,A-C,1-2
S11,S11-A-2.bmp,S11-C-2.bmp,A,C,2,2,False,True,0.23361588,0.13225655451023957,3526,1311,A-C,2-2
S11,S11-A-2.bmp,S11-C-3.bmp,A,C,2,3,False,False,0.3280514,0.1962090165993317,3526,1144,A-C,2-3
S11,S11-A-2.bmp,S11-D-1.bmp,A,D,2,1,False,False,0.1208981,0.06433823553982715,3526,527,A-D,1-2
S11,S11-A-2.bmp,S11-D-2.bmp,A,D,2,2,False,True,0.34953463,0.2117794488191029,3526,1309,A-D,2-2
S11,S11-A-2.bmp,S11-D-3.bmp,A,D,2,3,False,False,0.1609806,0.08753610329092731,3526,1369,A-D,2-3
S11,S11-A-3.bmp,S11-B-1.bmp,A,B,3,1,False,False,0.7408347,0.5883538183380306,4341,3542,A-B,1-3
S11,S11-A-3.bmp,S11-B-2.bmp,A,B,3,2,False,False,0.06732755,0.03483650373267012,4341,501,A-B,2-3
S11,S11-A-3.bmp,S11-B-3.bmp,A,B,3,3,False,True,0.11665984,0.061943056061303396,4341,545,A-B,3-3
S11,S11-A-3.bmp,S11-C-1.bmp,A,C,3,1,False,False,0.27505827,0.159459459634208,4341,1236,A-C,1-3
S11,S11-A-3.bmp,S11-C-2.bmp,A,C,3,2,False,False,0.32908705,0.19695044489687621,4341,1311,A-C,2-3
S11,S11-A-3.bmp,S11-C-3.bmp,A,C,3,3,False,True,0.37958068,0.2342484250147956,4341,1144,A-C,3-3
S11,S11-A-3.bmp,S11-D-1.bmp,A,D,3,1,False,False,0.1285949,0.06871569724067712,4341,527,A-D,1-3
S11,S11-A-3.bmp,S11-D-2.bmp,A,D,3,2,False,False,0.39150444,0.2433978874904494,4341,1309,A-D,2-3
S11,S11-A-3.bmp,S11-D-3.bmp,A,D,3,3,False,True,0.25849387,0.14843121497416908,4341,1369,A-D,3-3
S11,S11-B-1.bmp,S11-B-2.bmp,B,B,1,2,True,False,0.18402177,0.10133478640660998,3542,501,B-B,1-2
S11,S11-B-1.bmp,S11-B-3.bmp,B,B,1,3,True,False,0.2485931,0.14193908937079097,3542,545,B-B,1-3
S11,S11-B-1.bmp,S11-C-1.bmp,B,C,1,1,False,True,0.17413144,0.09536909695200158,3542,1236,B-C,1-1
S11,S11-B-1.bmp,S11-C-2.bmp,B,C,1,2,False,False,0.22831239,0.12886717861622068,3542,1311,B-C,1-2
S11,S11-B-1.bmp,S11-C-3.bmp,B,C,1,3,False,False,0.2897994,0.1694534566584843,3542,1144,B-C,1-3
S11,S11-B-1.bmp,S11-D-1.bmp,B,D,1,1,False,True,0.091914475,0.048171046097843624,3542,527,B-D,1-1
S11,S11-B-1.bmp,S11-D-2.bmp,B,D,1,2,False,False,0.13399298,0.07180733560057283,3542,1309,B-D,1-2
S11,S11-B-1.bmp,S11-D-3.bmp,B,D,1,3,False,False,0.08633679,0.045115982327066186,3542,1369,B-D,1-3
S11,S11-B-2.bmp,S11-B-3.bmp,B,B,2,3,True,False,0.6481836,0.4794908069597018,501,545,B-B,2-3
S11,S11-B-2.bmp,S11-C-1.bmp,B,C,2,1,False,False,0.103626944,0.05464480931715555,501,1236,B-C,1-2
S11,S11-B-2.bmp,S11-C-2.bmp,B,C,2,2,False,True,0.081677705,0.04257767603994379,501,1311,B-C,2-2
S11,S11-B-2.bmp,S11-C-3.bmp,B,C,2,3,False,False,0.1544073,0.08366271470114445,501,1144,B-C,2-3
S11,S11-B-2.bmp,S11-D-1.bmp,B,D,2,1,False,False,9.727626e-10,9.727626449681295e-10,501,527,B-D,1-2
S11,S11-B-2.bmp,S11-D-2.bmp,B,D,2,2,False,True,0.0055248626,0.002770083654975023,501,1309,B-D,2-2
S11,S11-B-2.bmp,S11-D-3.bmp,B,D,2,3,False,False,0.04278075,0.021857924031771624,501,1369,B-D,2-3
S11,S11-B-3.bmp,S11-C-1.bmp,B,C,3,1,False,False,0.27063447,0.15649350704123796,545,1236,B-C,1-3
S11,S11-B-3.bmp,S11-C-2.bmp,B,C,3,2,False,False,0.23706897,0.13447432815741178,545,1311,B-C,2-3
S11,S11-B-3.bmp,S11-C-3.bmp,B,C,3,3,False,True,0.31379515,0.18609550618953966,545,1144,B-C,3-3
S11,S11-B-3.bmp,S11-D-1.bmp,B,D,3,1,False,False,9.328358e-10,9.328358200253395e-10,545,527,B-D,1-3
S11,S11-B-3.bmp,S11-D-2.bmp,B,D,3,2,False,False,0.012944985,0.00651465851980746,545,1309,B-D,2-3
S11,S11-B-3.bmp,S11-D-3.bmp,B,D,3,3,False,True,0.15569489,0.08441926397483328,545,1369,B-D,3-3
S11,S11-C-1.bmp,S11-C-2.bmp,C,C,1,2,True,False,0.79623085,0.6614481411210383,1236,1311,C-C,1-2
S11,S11-C-1.bmp,S11-C-3.bmp,C,C,1,3,True,False,0.6722689,0.5063291142365005,1236,1144,C-C,1-3
S11,S11-C-1.bmp,S11-D-1.bmp,C,D,1,1,False,True,0.24049915,0.13668600958305221,1236,527,C-D,1-1
S11,S11-C-1.bmp,S11-D-2.bmp,C,D,1,2,False,False,0.17288801,0.09462365630338768,1236,1309,C-D,1-2
S11,S11-C-1.bmp,S11-D-3.bmp,C,D,1,3,False,False,0.6771593,0.5118978528659908,1236,1369,C-D,1-3
S11,S11-C-2.bmp,S11-C-3.bmp,C,C,2,3,True,False,0.68350303,0.5191831686143669,1311,1144,C-C,2-3
S11,S11-C-2.bmp,S11-D-1.bmp,C,D,2,1,False,False,0.2774755,0.16108654506564335,1311,527,C-D,1-2
S11,S11-C-2.bmp,S11-D-2.bmp,C,D,2,2,False,True,0.14198473,0.07641742026441355,1311,1309,C-D,2-2
S11,S11-C-2.bmp,S11-D-3.bmp,C,D,2,3,False,False,0.57238805,0.40094093078884424,1311,1369,C-D,2-3
S11,S11-C-3.bmp,S11-D-1.bmp,C,D,3,1,False,False,0.15679234,0.08506493565904874,1144,527,C-D,1-3
S11,S11-C-3.bmp,S11-D-2.bmp,C,D,3,2,False,False,0.27721158,0.1609086610691393,1144,1309,C-D,2-3
S11,S11-C-3.bmp,S11-D-3.bmp,C,D,3,3,False,True,0.4799045,0.31570680664099116,1144,1369,C-D,3-3
S11,S11-D-1.bmp,S11-D-2.bmp,D,D,1,2,True,False,0.09477124,0.04974271066338324,527,1309,D-D,1-2
S11,S11-D-1.bmp,S11-D-3.bmp,D,D,1,3,True,False,0.2542194,0.1456193358636741,527,1369,D-D,1-3
S11,S11-D-2.bmp,S11-D-3.bmp,D,D,2,3,True,False,0.3129201,0.18548030137871613,1309,1369,D-D,2-3
